106,乃木坂,35.66649,139.726242,Japan,3/26/2012
107,表参道,35.6652511,139.7120921,Japan,11/6/2013
108,明治神宮前（原宿）,35.6684856,139.7053757,Japan,6/19/2014
109,代々木公園,35.671736,139.6949447,Japan,12/3/2016
110,代々木上原,35.668988,139.679857,Japan,4/2/2011
111,和光市,35.7812079,139.6057934,Japan,1/17/2013
112,平和台,35.7612317,139.6623254,Japan,3/1/2015
113,池袋,35.7377967,139.7074498,Japan,1/19/2012
114,氷川台,35.7543048,139.6664308,Japan,10/27/2015
115,要町,35.7362545,139.6968091,Japan,9/10/2013
116,小竹向原,35.743341,139.679521,Japan,9/8/2012
117,池袋,35.7377967,139.7074498,Japan,8/28/2011
118,千川,35.7425037,139.6932287,Japan,11/30/2013
